FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_001420955.1_ASM142095v1_genomic.fna	NZ_CP013027.1	138031	138867	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001420955.1_ASM142095v1_genomic.fna	NZ_CP013027.1	139203	140018	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_056047.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_001420955.1_ASM142095v1_genomic.fna	NZ_CP013027.1	147604	148464	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001420955.1_ASM142095v1_genomic.fna	NZ_CP013027.1	173120	173974	+	blaTEM-1	1-861/861	========/======	5/6	99.30	99.30	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	4447	5368	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	87033	87893	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	126099	127298	-	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	130798	131352	+	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	131483	132313	+	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	136337	137212	-	blaCTX-M-15	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048935.1	class A extended-spectrum beta-lactamase CTX-M-15	CEPHALOSPORIN
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	140122	140595	+	dfrA17	1-474/474	===============	0/0	100.00	99.79	ncbi	NG_047710.1	trimethoprim-resistant dihydrofolate reductase DfrA17	TRIMETHOPRIM
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	140726	141514	+	aadA5	1-789/789	===============	0/0	100.00	100.00	ncbi	NG_047357.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	STREPTOMYCIN
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013657.1	142061	142900	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001469815.1_ASM146981v1_genomic.fna	NZ_CP013658.1	3839984	3841117	-	blaEC-5	1-1134/1134	===============	0/0	100.00	99.47	ncbi	NG_049085.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	CEPHALOSPORIN
GCF_001558995.2_ASM155899v2_genomic.fna	NZ_CP014314.1	4184387	4185520	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001651925.2_ASM165192v2_genomic.fna	NZ_CP015846.1	1128394	1129599	-	tet(B)	1-1206/1206	===============	0/0	100.00	99.92	ncbi	NG_048173.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_001651925.2_ASM165192v2_genomic.fna	NZ_CP015846.1	1135160	1135987	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_001651925.2_ASM165192v2_genomic.fna	NZ_CP015846.1	1135987	1136823	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001651925.2_ASM165192v2_genomic.fna	NZ_CP015846.1	1137596	1138411	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001651925.2_ASM165192v2_genomic.fna	NZ_CP015846.1	5377448	5378581	-	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001651945.2_ASM165194v2_genomic.fna	NZ_CP015842.1	1128398	1129603	-	tet(B)	1-1206/1206	===============	0/0	100.00	99.92	ncbi	NG_048173.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_001651945.2_ASM165194v2_genomic.fna	NZ_CP015842.1	1135164	1135991	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_001651945.2_ASM165194v2_genomic.fna	NZ_CP015842.1	1135991	1136827	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001651945.2_ASM165194v2_genomic.fna	NZ_CP015842.1	1137600	1138415	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001651945.2_ASM165194v2_genomic.fna	NZ_CP015842.1	5377444	5378577	-	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001660585.1_ASM166058v1_genomic.fna	NZ_CP016007.1	3106310	3107443	-	blaEC-19	1-1134/1134	===============	0/0	100.00	99.03	ncbi	NG_049084.1	class C extended-spectrum beta-lactamase EC-19	CEPHALOSPORIN
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015159.1	1195772	1196905	-	blaEC-5	1-1134/1134	===============	0/0	100.00	99.47	ncbi	NG_049085.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	CEPHALOSPORIN
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	43360	43833	+	dfrA17	1-474/474	===============	0/0	100.00	99.79	ncbi	NG_047710.1	trimethoprim-resistant dihydrofolate reductase DfrA17	TRIMETHOPRIM
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	43964	44752	+	aadA5	1-789/789	===============	0/0	100.00	100.00	ncbi	NG_047357.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	STREPTOMYCIN
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	45299	46138	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	51433	52354	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	53725	54540	+	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	54577	55404	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	55404	56240	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047466.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	57294	58493	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_001663475.1_ASM166347v1_genomic.fna	NZ_CP015160.1	69217	70077	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001675145.1_ASM167514v1_genomic.fna	NZ_CP014667.1	4723819	4724952	-	blaEC-5	1-1134/1134	===============	0/0	100.00	99.82	ncbi	NG_049085.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	CEPHALOSPORIN
GCF_001675145.1_ASM167514v1_genomic.fna	NZ_CP014669.1	15984	16865	+	blaKPC-3	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049257.1	carbapenem-hydrolyzing class A beta-lactamase KPC-3	CARBAPENEM
GCF_001695515.1_ASM169551v1_genomic.fna	NZ_CP016625.1	1153142	1154347	-	tet(B)	1-1206/1206	===============	0/0	100.00	99.92	ncbi	NG_048173.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_001695515.1_ASM169551v1_genomic.fna	NZ_CP016625.1	1159908	1160735	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_001695515.1_ASM169551v1_genomic.fna	NZ_CP016625.1	1160735	1161571	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001695515.1_ASM169551v1_genomic.fna	NZ_CP016625.1	1162344	1163159	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001695515.1_ASM169551v1_genomic.fna	NZ_CP016625.1	5484276	5485409	-	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753445.1_ASM175344v1_genomic.fna	NZ_CP017434.1	4929155	4930288	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753465.1_ASM175346v1_genomic.fna	NZ_CP017436.1	4920968	4922101	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753485.1_ASM175348v1_genomic.fna	NZ_CP017444.1	4962522	4963655	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753505.1_ASM175350v1_genomic.fna	NZ_CP017438.1	4929393	4930526	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753525.1_ASM175352v1_genomic.fna	NZ_CP017446.1	4923338	4924471	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753545.1_ASM175354v1_genomic.fna	NZ_CP017440.1	4963581	4964714	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001753565.1_ASM175356v1_genomic.fna	NZ_CP017442.1	4917318	4918451	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.06	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2514395	2515255	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2517459	2518316	+	blaLAP-2	1-858/858	===============	0/0	100.00	100.00	ncbi	NG_049264.1	class A beta-lactamase LAP-2	BETA-LACTAM
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2519913	2520569	+	qnrS1	1-657/657	===============	0/0	100.00	100.00	ncbi	NG_050543.1	quinolone resistance pentapeptide repeat protein QnrS1	QUINOLONE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2524743	2525579	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047466.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2525579	2526406	-	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2526443	2527258	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	2531798	2532271	-	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_056035.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019213.3	4174737	4175870	+	blaEC-15	1-1134/1134	===============	0/0	100.00	98.50	ncbi	NG_049081.1	class C extended-spectrum beta-lactamase EC-15	CEPHALOSPORIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	60905	62530	+	mcr-1.1	1-1626/1626	===============	0/0	100.00	100.00	ncbi	NG_050417.1	phosphoethanolamine--lipid A transferase MCR-1.1	COLISTIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	104188	105109	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	157596	158471	+	blaCTX-M-14	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048929.1	class A extended-spectrum beta-lactamase CTX-M-14	CEPHALOSPORIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	159083	159499	+	fosA3	1-417/417	===============	0/0	100.00	100.00	ncbi	NG_050407.1	fosfomycin resistance glutathione transferase FosA3	FOSFOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	161592	162368	+	aac(3)-IVa	1-777/777	===============	0/0	100.00	99.87	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	168344	169159	+	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	178495	178992	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	ncbi	NG_047689.1	trimethoprim-resistant dihydrofolate reductase DfrA12	TRIMETHOPRIM
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	179400	180191	+	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047343.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	180453	181712	+	cmlA1	1-1260/1260	===============	0/0	100.00	99.92	ncbi	NG_047648.1	chloramphenicol efflux MFS transporter CmlA1	CHLORAMPHENICOL
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	181805	182596	+	aadA1	1-792/792	===============	0/0	100.00	99.87	ncbi	NG_052266.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	184278	185069	-	sul3	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_048120.1	sulfonamide-resistant dihydropteroate synthase Sul3	SULFONAMIDE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	192173	193012	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	195641	196032	+	bleO	14-405/405	===============	0/0	96.79	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	198103	199278	+	oqxA2	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_050420.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA2	PHENICOL;QUINOLONE
GCF_001969285.3_ASM196928v4_genomic.fna	NZ_CP019214.3	199302	202454	+	oqxB2	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_050438.1	multidrug efflux RND transporter permease subunit OqxB2	PHENICOL;QUINOLONE
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018944.1	23497	24372	+	blaCTX-M-14	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048929.1	class A extended-spectrum beta-lactamase CTX-M-14	CEPHALOSPORIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	1	840	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	1298	2143	-	aadA16	1-846/846	===============	0/0	100.00	100.00	ncbi	NG_047339.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	STREPTOMYCIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	2324	2797	-	dfrA27	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_047723.1	trimethoprim-resistant dihydrofolate reductase DfrA27	TRIMETHOPRIM
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	2930	3382	-	arr-3	1-453/453	===============	0/0	100.00	100.00	ncbi	NG_048581.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	3479	4033	-	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018945.1	34233	35114	+	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018947.1	80675	81334	-	catA1	1-660/660	===============	0/0	100.00	99.85	ncbi	NG_047582.1	type A-1 chloramphenicol O-acetyltransferase	CHLORAMPHENICOL
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018947.1	84326	85531	+	tet(B)	1-1206/1206	===============	0/0	100.00	100.00	ncbi	NG_048163.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018948.1	2042888	2043763	-	blaCTX-M-14	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048929.1	class A extended-spectrum beta-lactamase CTX-M-14	CEPHALOSPORIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018948.1	3981636	3982511	-	blaCTX-M-15	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048935.1	class A extended-spectrum beta-lactamase CTX-M-15	CEPHALOSPORIN
GCF_002011945.1_ASM201194v1_genomic.fna	NZ_CP018948.1	4583619	4584752	+	blaEC-18	1-1134/1134	===============	0/0	100.00	99.12	ncbi	NG_049083.1	class C extended-spectrum beta-lactamase EC-18	CEPHALOSPORIN
GCF_002011965.1_ASM201196v1_genomic.fna	NZ_CP018949.1	4629	5510	+	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
