FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006661.1	120100	120945	-	rmtC	1-846/846	===============	0/0	100.00	100.00	ncbi	NG_048060.1	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	AMINOGLYCOSIDE
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006661.1	122191	123003	+	blaNDM-1	1-813/813	===============	0/0	100.00	100.00	ncbi	NG_049326.1	subclass B1 metallo-beta-lactamase NDM-1	CARBAPENEM
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006661.1	123007	123372	+	ble-MBL	1-366/366	===============	0/0	100.00	100.00	ncbi	NG_047559.1	bleomycin binding protein Ble-MBL	BLEOMYCIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	8281	8754	+	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_056035.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	26098	26742	+	qnrB9	1-645/645	===============	0/0	100.00	99.69	ncbi	NG_050540.1	quinolone resistance pentapeptide repeat protein QnrB9	QUINOLONE
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	36311	37177	-	blaSHV-187	1-867/867	===============	0/0	100.00	99.42	ncbi	NG_050053.1	class A beta-lactamase SHV-187	BETA-LACTAM
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	38156	38710	+	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	38841	39671	+	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	41114	41974	+	aac(3)-IIe	1-861/861	===============	0/0	100.00	99.77	ncbi	NG_047244.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	GENTAMICIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	47128	48003	-	blaCTX-M-15	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_048935.1	class A extended-spectrum beta-lactamase CTX-M-15	CEPHALOSPORIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	50825	51685	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	52406	53242	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	53242	54069	-	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	54106	54921	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006662.2	82742	83296	-	aac(6')-Ib-AKT	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_056043.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006663.1	16487	17408	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_000364385.3_ASM36438v3_genomic.fna	NZ_CP006663.1	19168	20367	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011980.1	1208570	1211722	-	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011980.1	1211746	1212921	-	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011980.1	2678237	2679097	+	blaSHV-158	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050033.1	class A beta-lactamase SHV-158	BETA-LACTAM
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011980.1	4624357	4624776	-	fosA6	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_051497.1	fosfomycin resistance glutathione transferase FosA6	FOSFOMYCIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011981.1	12173	13054	+	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011982.1	9693	10554	-	blaSHV-12	1-861/861	========/======	1/1	100.00	99.88	ncbi	NG_050590.1	class A extended-spectrum beta-lactamase SHV-12	CEPHALOSPORIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011982.1	23513	24048	+	aac(6')-Ib'	1-555/555	========/======	19/21	96.40	96.04	ncbi	NG_051695.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	GENTAMICIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011982.1	37305	37859	+	aac(6')-Ib'	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_051695.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	GENTAMICIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011982.1	51140	51662	+	aac(6')-Ib'	1-525/555	========/======	2/2	94.23	99.62	ncbi	NG_051695.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	GENTAMICIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011983.1	6514	7374	+	blaSHV-12	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050590.1	class A extended-spectrum beta-lactamase SHV-12	CEPHALOSPORIN
GCF_000406765.2_ASM40676v2_genomic.fna	NZ_CP011984.1	3209	3763	-	aac(6')-Ib'	1-555/555	========/======	2/2	99.82	99.28	ncbi	NG_051695.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	GENTAMICIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011976.1	1198048	1201200	-	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011976.1	1201224	1202399	-	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011976.1	2757437	2758297	+	blaSHV-158	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050033.1	class A beta-lactamase SHV-158	BETA-LACTAM
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011976.1	4710254	4710673	-	fosA6	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_051497.1	fosfomycin resistance glutathione transferase FosA6	FOSFOMYCIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	15121	15618	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	ncbi	NG_047689.1	trimethoprim-resistant dihydrofolate reductase DfrA12	TRIMETHOPRIM
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	16026	16817	+	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047343.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	17322	18161	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	23456	24377	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	25354	26169	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047430.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011977.1	33484	34344	+	blaSHV-12	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050590.1	class A extended-spectrum beta-lactamase SHV-12	CEPHALOSPORIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011978.1	61052	61933	-	blaKPC-3	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049257.1	carbapenem-hydrolyzing class A beta-lactamase KPC-3	CARBAPENEM
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011978.1	70988	71542	+	aac(6')-Ib'	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_051695.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	GENTAMICIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011978.1	71612	72400	+	aadA1	1-789/789	===============	0/0	100.00	100.00	ncbi	NG_047327.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011978.1	72460	73284	+	blaOXA-9	1-825/825	===============	0/0	100.00	100.00	ncbi	NG_049830.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	BETA-LACTAM
GCF_000417225.2_ASM41722v2_genomic.fna	NZ_CP011978.1	73984	74844	+	blaTEM-150	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050194.1	class A beta-lactamase TEM-150	BETA-LACTAM
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011985.1	1228846	1231998	-	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011985.1	1232022	1233197	-	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011985.1	2690969	2691829	+	blaSHV-158	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050033.1	class A beta-lactamase SHV-158	BETA-LACTAM
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011985.1	4637110	4637529	-	fosA6	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_051497.1	fosfomycin resistance glutathione transferase FosA6	FOSFOMYCIN
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011986.1	12173	13054	+	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011986.1	22716	23540	+	blaOXA-9	1-825/825	===============	0/0	100.00	99.88	ncbi	NG_049830.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	BETA-LACTAM
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011986.1	24240	25100	+	blaTEM-1	1-861/861	===============	0/0	100.00	99.77	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011987.1	6728	7282	-	aac(6')-Ib-AKT	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_056043.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011987.1	37160	38020	+	blaSHV-12	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050590.1	class A extended-spectrum beta-lactamase SHV-12	CEPHALOSPORIN
GCF_000417265.2_ASM41726v2_genomic.fna	NZ_CP011988.1	2988	3542	-	aac(6')-Ib-AKT	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_056043.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007731.1	635924	636343	+	fosA5	1-420/420	===============	0/0	100.00	98.33	ncbi	NG_050409.1	fosfomycin resistance glutathione transferase FosA5	FOSFOMYCIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007731.1	2545281	2546141	-	blaSHV-26	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050063.1	inhibitor-resistant class A broad-spectrum beta-lactamase SHV-26	BETA-LACTAM
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	26723	27871	+	blaFOX-5	1-1149/1149	===============	0/0	100.00	100.00	ncbi	NG_049105.1	cephalosporin-hydrolyzing class C beta-lactamase FOX-5	CEPHALOSPORIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	54893	55366	+	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_056035.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	157098	157631	+	ant(2'')-Ia	1-534/534	===============	0/0	100.00	100.00	ncbi	NG_047387.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	158129	158968	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048081.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	161238	162713	+	msr(E)	1-1476/1476	===============	0/0	100.00	100.00	ncbi	NG_048007.1	ABC-F type ribosomal protection protein Msr(E)	MACROLIDE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	162769	163653	+	mph(E)	1-885/885	===============	0/0	100.00	100.00	ncbi	NG_064660.1	Mph(E) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	165393	166244	+	sul1	1-852/852	===============	0/0	100.00	100.00	ncbi	NG_048083.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	174725	175606	-	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	216412	217272	-	blaSHV-5	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050087.1	class A extended-spectrum beta-lactamase SHV-5	CEPHALOSPORIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	221998	222552	+	aac(6')-Ib-AKT	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_052358.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	222628	223092	+	aac(3)-Ia	1-465/465	===============	0/0	100.00	100.00	ncbi	NG_047234.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	GENTAMICIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007732.1	223639	224478	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007733.1	51132	51665	+	ant(2'')-Ia	1-534/534	===============	0/0	100.00	100.00	ncbi	NG_047387.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007733.1	52061	52921	-	blaTEM-150	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050194.1	class A beta-lactamase TEM-150	BETA-LACTAM
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007733.1	54860	55720	+	blaSHV-12	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050590.1	class A extended-spectrum beta-lactamase SHV-12	CEPHALOSPORIN
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007733.1	60040	60684	-	qnrB19	1-645/645	===============	0/0	100.00	100.00	ncbi	NG_050479.1	quinolone resistance pentapeptide repeat protein QnrB19	QUINOLONE
GCF_000695935.1_ASM69593v1_genomic.fna	NZ_CP007733.1	62273	62932	+	catA1	1-660/660	===============	0/0	100.00	100.00	ncbi	NG_047586.1	type A-1 chloramphenicol O-acetyltransferase	CHLORAMPHENICOL
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	649344	649763	+	fosA6	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_051497.1	fosfomycin resistance glutathione transferase FosA6	FOSFOMYCIN
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	1760476	1763628	-	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	1763652	1764827	-	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	3238688	3239548	+	blaSHV-158	1-861/861	===============	0/0	100.00	99.88	ncbi	NG_050033.1	class A beta-lactamase SHV-158	BETA-LACTAM
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	3563709	3564548	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008797.1	3565053	3565844	-	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_051846.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	5094	6015	-	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	16469	17260	-	sul3	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_048120.1	sulfonamide-resistant dihydropteroate synthase Sul3	SULFONAMIDE
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	20151	20927	+	aac(3)-IVa	1-777/777	===============	0/0	100.00	100.00	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	21156	22181	+	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	34142	35023	+	blaKPC-2	1-882/882	===============	0/0	100.00	100.00	ncbi	NG_049253.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	CARBAPENEM
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	44685	45509	+	blaOXA-9	1-825/825	===============	0/0	100.00	99.88	ncbi	NG_049830.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	BETA-LACTAM
GCF_000714675.1_ASM71467v1_genomic.fna	NZ_CP008798.1	46209	47069	+	blaTEM-1	1-861/861	===============	0/0	100.00	99.77	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
