FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_001690055.1_ASM169005v1_genomic.fna	NZ_CP016516.1	9322	10467	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_001690075.1_ASM169007v1_genomic.fna	NZ_CP016517.1	4644558	4644980	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001690075.1_ASM169007v1_genomic.fna	NZ_CP016520.1	10552	11412	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_001690095.1_ASM169009v1_genomic.fna	NZ_CP016530.1	4644554	4644976	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001690095.1_ASM169009v1_genomic.fna	NZ_CP016533.1	4677	5822	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_001690115.1_ASM169011v1_genomic.fna	NZ_CP016521.1	4643579	4644001	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001690115.1_ASM169011v1_genomic.fna	NZ_CP016522.1	9328	10473	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_001692495.1_ASM169249v1_genomic.fna	NZ_CP016563.1	4644332	4644754	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692515.1_ASM169251v1_genomic.fna	NZ_CP016573.1	4644558	4644980	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692535.1_ASM169253v1_genomic.fna	NZ_CP016579.1	4643435	4643857	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692555.1_ASM169255v1_genomic.fna	NZ_CP016561.1	4644331	4644753	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692575.1_ASM169257v1_genomic.fna	NZ_CP016569.1	4644851	4645273	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692575.1_ASM169257v1_genomic.fna	NZ_CP016572.1	9322	10467	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_001692595.1_ASM169259v1_genomic.fna	NZ_CP016565.1	4644567	4644989	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692595.1_ASM169259v1_genomic.fna	NZ_CP016568.1	9322	10467	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_001692615.1_ASM169261v1_genomic.fna	NZ_CP016576.1	4644559	4644981	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001692635.1_ASM169263v1_genomic.fna	NZ_CP016586.1	4643436	4643858	+	fosA7	1-423/423	===============	0/0	100.00	100.00	ncbi	NG_054942.1	fosfomycin resistance glutathione transferase FosA7	FOSFOMYCIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	160247	161038	+	aadA1	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047324.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	161543	162382	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	174899	176098	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	279352	280227	+	blaCTX-M-65	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049016.1	class A extended-spectrum beta-lactamase CTX-M-65	CEPHALOSPORIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	284071	284487	+	fosA3	1-417/417	===============	0/0	100.00	100.00	ncbi	NG_050407.1	fosfomycin resistance glutathione transferase FosA3	FOSFOMYCIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	289135	290349	+	floR	1-1215/1215	===============	0/0	100.00	99.83	ncbi	NG_047869.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	296947	297972	-	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	298201	298977	-	aac(3)-IVa	1-777/777	===============	0/0	100.00	100.00	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	302070	302543	+	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_047696.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_001931555.1_ASM193155v1_genomic.fna	NZ_CP016407.1	307055	307870	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047431.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	160247	161038	+	aadA1	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047324.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	161543	162382	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	174899	176098	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	278524	279399	+	blaCTX-M-65	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049016.1	class A extended-spectrum beta-lactamase CTX-M-65	CEPHALOSPORIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	283243	283659	+	fosA3	1-417/417	===============	0/0	100.00	100.00	ncbi	NG_050407.1	fosfomycin resistance glutathione transferase FosA3	FOSFOMYCIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	288531	289745	+	floR	1-1215/1215	===============	0/0	100.00	99.83	ncbi	NG_047869.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	296343	297368	-	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	297597	298373	-	aac(3)-IVa	1-777/777	===============	0/0	100.00	100.00	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	301466	301939	+	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_047696.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_001931575.1_ASM193157v1_genomic.fna	NZ_CP016409.1	306451	307266	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047431.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	159156	159995	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	172512	173711	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	276137	277012	+	blaCTX-M-65	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049016.1	class A extended-spectrum beta-lactamase CTX-M-65	CEPHALOSPORIN
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	282827	284041	+	floR	1-1215/1215	===============	0/0	100.00	99.83	ncbi	NG_047869.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	290639	291664	-	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	291893	292669	-	aac(3)-IVa	1-777/777	===============	0/0	100.00	100.00	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	295762	296235	+	dfrA14	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_047696.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
GCF_001931595.1_ASM193159v1_genomic.fna	NZ_CP016411.1	300747	301562	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047431.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022061.1	33030	33857	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022061.1	35690	36550	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022062.1	1563157	1564302	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022062.1	1779661	1780806	+	blaCMY-2	1-1146/1146	===============	0/0	100.00	100.00	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022063.1	134051	134866	+	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022063.1	137043	138242	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_002208965.1_ASM220896v2_genomic.fna	NZ_CP022064.1	25267	26411	+	blaCMY-2	1-1146/1146	========/======	1/1	99.91	99.91	ncbi	NG_048814.1	class C beta-lactamase CMY-2	CEPHALOSPORIN
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022068.1	8116	8976	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022068.1	18041	18901	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	1584569	1585774	-	tet(B)	1-1206/1206	===============	0/0	100.00	100.00	ncbi	NG_048173.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	1591335	1592162	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	1592162	1592998	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	1593334	1594149	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_056047.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	1600844	1601659	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002209205.2_ASM220920v2_genomic.fna	NZ_CP022069.2	2473370	2474230	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	2715	3914	+	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	31874	32689	+	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	32726	33553	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	33553	34389	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047466.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	35739	36599	+	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_002209225.1_ASM220922v2_genomic.fna	NZ_CP022072.1	38053	38526	-	dfrA5	1-474/474	===============	0/0	100.00	100.00	ncbi	NG_051699.1	trimethoprim-resistant dihydrofolate reductase DfrA5	TRIMETHOPRIM
GCF_002234755.2_ASM223475v2_genomic.fna	NZ_CP022495.1	14874	16079	-	tet(B)	1-1206/1206	===============	0/0	100.00	100.00	ncbi	NG_048163.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_002234755.2_ASM223475v2_genomic.fna	NZ_CP022495.1	229979	231173	-	tet(B)	1-1206/1206	========/======	10/13	99.00	98.92	ncbi	NG_048163.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	89	922	-	aph(6)-Id	1-837/837	========/======	3/3	99.64	99.64	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	922	1735	-	aph(3'')-Ib	1-828/828	========/======	6/16	98.19	97.83	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	1771	2582	-	sul2	1-816/816	========/======	4/4	99.51	99.51	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	8399	9596	-	tet(A)	1-1200/1200	========/======	2/2	99.83	99.83	ncbi	NG_048153.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	10932	11768	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	11768	12595	-	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	12632	13447	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	19286	20485	-	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048153.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	21821	22657	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	22657	23483	-	aph(3'')-Ib	1-828/828	========/======	1/1	99.88	99.88	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	23520	24335	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022498.1	30168	31173	-	tet(A)	189-1200/1200	..======/======	6/6	83.83	99.41	ncbi	NG_048153.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_002234795.1_ASM223479v1_genomic.fna	NZ_CP022499.1	1043	1509	+	dfrA14	1-474/474	========/======	6/9	98.31	98.11	ncbi	NG_047696.1	trimethoprim-resistant dihydrofolate reductase DfrA14	TRIMETHOPRIM
