FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	1686721	1687503	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	2200193	2200924	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	2201050	2201832	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	2389328	2389747	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.76	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	2672535	2673266	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000009645.1_ASM964v1_genomic.fna	BA000018.3	2673392	2674174	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	AP003367.1	17237	18033	-	aph(2'')-Ih	70-866/894	.==============	0/0	89.15	82.43	ncbi	NG_047408.1	aminoglycoside O-phosphotransferase APH(2'')-Ih	AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	40198	40602	-	bleO	1-405/405	===============	0/0	100.00	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	40819	41589	-	ant(4')-Ia	1-771/771	===============	0/0	100.00	99.87	ncbi	NG_056101.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	KANAMYCIN;TOBRAMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	44992	46998	-	mecA	1-2007/2007	===============	0/0	100.00	100.00	ncbi	NG_047938.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	47098	48855	+	mecR1	1-1758/1758	===============	0/0	100.00	100.00	ncbi	NG_051163.1	beta-lactam sensor/signal transducer MecR1	METHICILLIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	48855	49226	+	mecI_of_mecA	1-372/372	===============	0/0	100.00	99.73	ncbi	NG_055650.1	mecA-type methicillin resistance repressor MecI	METHICILLIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	55963	56694	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	56820	57602	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	151601	152953	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048133.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	439865	441784	-	tet(M)	1-1920/1920	===============	0/0	100.00	100.00	ncbi	NG_048252.1	tetracycline resistance ribosomal protection protein Tet(M)	TETRACYCLINE
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	1762257	1762988	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	1763114	1763896	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000009665.1_ASM966v1_genomic.fna	BA000017.4	2458828	2459247	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.76	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	98075	100081	-	mecA	1-2007/2007	===============	0/0	100.00	100.00	ncbi	NG_047939.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	1655155	1655951	-	aph(2'')-Ih	70-866/894	.==============	0/0	89.15	82.43	ncbi	NG_047408.1	aminoglycoside O-phosphotransferase APH(2'')-Ih	AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	1827291	1827671	-	blaI_of_Z	1-381/381	===============	0/0	100.00	100.00	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	1827661	1829418	-	blaR1	1-1758/1758	===============	0/0	100.00	99.89	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	1829525	1830370	+	blaPC1	1-846/846	===============	0/0	100.00	99.41	ncbi	NG_052065.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	BETA-LACTAM
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	2333752	2335218	+	msr(A)	1-1467/1467	===============	0/0	100.00	99.93	ncbi	NG_055998.1	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE
GCA_000009865.1_ASM986v1_genomic.fna	AP006716.1	2335317	2336216	+	mph(C)	1-900/900	===============	0/0	100.00	100.00	ncbi	NG_047991.1	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE
GCA_000009865.1_ASM986v1_genomic.fna	AP006717.1	122	541	+	fosB1	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_047886.1	fosfomycin resistance bacillithiol transferase FosB1	FOSFOMYCIN
GCA_000009865.1_ASM986v1_genomic.fna	AP006718.1	319	1053	+	erm(C)	1-735/735	===============	0/0	100.00	100.00	ncbi	NG_055985.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	MACROLIDE
GCA_000010125.1_ASM1012v1_genomic.fna	AP008934.1	2223547	2224188	+	fusD	1-642/642	===============	0/0	100.00	100.00	ncbi	NG_050585.1	FusD family fusidic acid resistance EF-G-binding protein	FUSIDIC_ACID
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	40198	40602	-	bleO	1-405/405	===============	0/0	100.00	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	40819	41589	-	ant(4')-Ia	1-771/771	===============	0/0	100.00	99.87	ncbi	NG_056101.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	KANAMYCIN;TOBRAMYCIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	44992	46998	-	mecA	1-2007/2007	===============	0/0	100.00	99.95	ncbi	NG_047940.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	47098	48855	+	mecR1	1-1758/1758	===============	0/0	100.00	100.00	ncbi	NG_051163.1	beta-lactam sensor/signal transducer MecR1	METHICILLIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	48855	49226	+	mecI_of_mecA	1-372/372	===============	0/0	100.00	99.73	ncbi	NG_055650.1	mecA-type methicillin resistance repressor MecI	METHICILLIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	55963	56694	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	56820	57602	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	151600	152952	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048133.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	439868	441787	-	tet(M)	1-1920/1920	===============	0/0	100.00	100.00	ncbi	NG_048252.1	tetracycline resistance ribosomal protection protein Tet(M)	TETRACYCLINE
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	1763657	1764388	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	1764514	1765296	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000010445.1_ASM1044v1_genomic.fna	AP009324.1	2460466	2460885	+	fosB-Saur	1-420/420	===============	0/0	100.00	99.76	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000010465.1_ASM1046v1_genomic.fna	AP009351.1	103052	104404	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_048134.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000010465.1_ASM1046v1_genomic.fna	AP009351.1	2457367	2457786	+	fosB-Saur	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000011265.1_ASM1126v1_genomic.fna	BA000033.2	39602	41608	-	mecA	1-2007/2007	===============	0/0	100.00	99.95	ncbi	NG_047940.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
GCA_000011265.1_ASM1126v1_genomic.fna	BA000033.2	129104	130456	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_055984.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	40165	40569	-	bleO	1-405/405	===============	0/0	100.00	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	40786	41556	-	ant(4')-Ia	1-771/771	===============	0/0	100.00	99.87	ncbi	NG_056101.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	KANAMYCIN;TOBRAMYCIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	44919	46925	-	mecA	1-2007/2007	===============	0/0	100.00	99.95	ncbi	NG_047940.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	METHICILLIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	47025	48782	+	mecR1	1-1758/1758	===============	0/0	100.00	100.00	ncbi	NG_051163.1	beta-lactam sensor/signal transducer MecR1	METHICILLIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	48782	49153	+	mecI_of_mecA	1-372/372	===============	0/0	100.00	99.73	ncbi	NG_055650.1	mecA-type methicillin resistance repressor MecI	METHICILLIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	55890	56621	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	56747	57529	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	152865	154217	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_055983.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	1796513	1797244	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	1797370	1798152	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	1911593	1911973	-	blaI_of_Z	1-381/381	===============	0/0	100.00	100.00	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	1911963	1913720	-	blaR1	1-1758/1758	===============	0/0	100.00	99.83	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	1913827	1914672	+	blaPC1	1-846/846	===============	0/0	100.00	99.41	ncbi	NG_052065.1	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	BETA-LACTAM
GCA_000011505.1_ASM1150v1_genomic.fna	BX571856.1	2488459	2488878	+	fosB-Saur	1-420/420	===============	0/0	100.00	98.81	ncbi	NG_065844.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000011525.1_ASM1152v1_genomic.fna	BX571857.1	52820	53458	+	fusC	1-639/639	===============	0/0	100.00	100.00	ncbi	NG_050413.1	fusidic acid resistance EF-G-binding protein FusC	FUSIDIC_ACID
GCA_000011525.1_ASM1152v1_genomic.fna	BX571857.1	127810	129162	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	ncbi	NG_055984.1	tetracycline efflux MFS transporter Tet(38)	TETRACYCLINE
GCA_000011525.1_ASM1152v1_genomic.fna	BX571858.1	13640	14020	-	blaI_of_Z	1-381/381	===============	0/0	100.00	98.42	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
GCA_000011525.1_ASM1152v1_genomic.fna	BX571858.1	14010	15767	-	blaR1	1-1758/1758	===============	0/0	100.00	97.21	ncbi	NG_051774.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
GCA_000011525.1_ASM1152v1_genomic.fna	BX571858.1	15874	16719	+	blaZ	1-846/846	===============	0/0	100.00	100.00	ncbi	NG_047534.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	1699	2544	-	blaZ	1-846/846	===============	0/0	100.00	100.00	ncbi	NG_047532.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	2651	4408	+	blaR1-2	1-1758/1758	===============	0/0	100.00	100.00	ncbi	NG_047537.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	4398	4778	+	blaI_of_Z	1-381/381	===============	0/0	100.00	99.74	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	7688	8482	-	aph(3')-IIIa	1-795/795	===============	0/0	100.00	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	AMIKACIN;KANAMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	8575	9117	-	sat4	1-543/543	===============	0/0	100.00	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4	STREPTOTHRICIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000028.1	9114	10022	-	ant(6)-Ia	1-909/909	===============	0/0	100.00	100.00	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	STREPTOMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1016993	1017478	-	dfrC	1-486/486	===============	0/0	100.00	100.00	ncbi	NG_047752.1	trimethoprim-resistant dihydrofolate reductase DfrC	TRIMETHOPRIM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1253251	1253982	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1254108	1254890	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1399689	1400420	+	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1400546	1401328	-	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1524695	1525075	-	blaI_of_Z	1-381/381	===============	0/0	100.00	95.28	ncbi	NG_047499.1	penicillinase repressor BlaI	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1525065	1526822	-	blaR1	1-1758/1758	===============	0/0	100.00	92.83	ncbi	NG_047539.1	beta-lactam sensor/signal transducer BlaR1	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1526929	1527774	+	blaZ	1-846/846	===============	0/0	100.00	96.81	ncbi	NG_055999.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	BETA-LACTAM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1610764	1611249	-	dfrC	1-486/486	===============	0/0	100.00	98.97	ncbi	NG_047752.1	trimethoprim-resistant dihydrofolate reductase DfrC	TRIMETHOPRIM
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	1614077	1614873	-	aph(2'')-Ih	70-866/894	.==============	0/0	89.15	82.43	ncbi	NG_047408.1	aminoglycoside O-phosphotransferase APH(2'')-Ih	AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	2395235	2395663	-	fosB-251804940	1-429/429	===============	0/0	100.00	100.00	ncbi	NG_047888.1	FosB family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	2566052	2566834	+	ant(9)-Ia	1-783/783	===============	0/0	100.00	100.00	ncbi	NG_047397.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	SPECTINOMYCIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	2566960	2567691	-	erm(A)	1-732/732	===============	0/0	100.00	100.00	ncbi	NG_047789.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	MACROLIDE
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	2574428	2574799	-	mecI_of_mecA	1-372/372	===============	0/0	100.00	100.00	ncbi	NG_055650.1	mecA-type methicillin resistance repressor MecI	METHICILLIN
GCA_000011925.1_ASM1192v1_genomic.fna	CP000029.1	2574799	2576556	-	mecR1	1-1758/1758	===============	0/0	100.00	100.00	ncbi	NG_051163.1	beta-lactam sensor/signal transducer MecR1	METHICILLIN
