FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_000534935.2.fasta	NZ_AP018443.1	2924268	2924822	+	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000534935.2.fasta	NZ_AP018443.1	3207762	3208532	-	BcII	1-771/771	===============	0/0	100.00	99.87	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000534935.2.fasta	NZ_AP018443.1	3769141	3769560	+	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000742655.1.fasta	NZ_CP007618.1	238146	238565	-	fosB2	1-420/420	===============	0/0	100.00	99.76	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000742655.1.fasta	NZ_CP007618.1	803986	804756	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000742655.1.fasta	NZ_CP007618.1	1087688	1088242	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000742655.1.fasta	NZ_CP007618.1	1692769	1693698	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000742655.1.fasta	NZ_CP007618.1	2105175	2105591	-	fosB_gen	1-416/417	========/======	1/1	99.76	87.53	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000742655.1.fasta	NZ_CP007618.1	2524093	2525004	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000742655.1.fasta	NZ_CP007618.1	3054098	3054685	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000789275.1.fasta	NZ_CP010052.1	275845	276765	+	mphK	1-921/921	===============	0/0	100.00	100.00	ncbi	NG_065846.1	macrolide 2'-phosphotransferase MphK	MACROLIDE
GCA_000789275.1.fasta	NZ_CP010052.1	604744	606387	-	vmlR	1-1644/1644	===============	0/0	100.00	100.00	ncbi	NG_063831.1	ABC-F type ribosomal protection protein VmlR	LINCOSAMIDE;STREPTOGRAMIN;TIAMULIN
GCA_000789275.1.fasta	NZ_CP010052.1	2051342	2053941	-	rphC	1-2606/2607	========/======	6/26	99.35	82.42	ncbi	NG_063825.1	rifamycin-inactivating phosphotransferase RphC	RIFAMYCIN
GCA_000789275.1.fasta	NZ_CP010052.1	2735694	2736548	-	aadK	1-855/855	===============	0/0	100.00	100.00	ncbi	NG_047379.1	aminoglycoside 6-adenylyltransferase AadK	STREPTOMYCIN
GCA_000789275.1.fasta	NZ_CP010052.1	4185173	4185694	-	satA_Bs	1-522/522	===============	0/0	100.00	100.00	ncbi	NG_064662.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000789275.1.fasta	NZ_CP010052.1	4187694	4189070	-	tet(L)	1-1377/1377	===============	0/0	100.00	100.00	ncbi	NG_048204.1	tetracycline efflux MFS transporter Tet(L)	TETRACYCLINE
GCA_000789295.1.fasta	NZ_CP010053.1	275848	276768	+	mphK	1-921/921	===============	0/0	100.00	100.00	ncbi	NG_065846.1	macrolide 2'-phosphotransferase MphK	MACROLIDE
GCA_000789295.1.fasta	NZ_CP010053.1	604495	606138	-	vmlR	1-1644/1644	===============	0/0	100.00	100.00	ncbi	NG_063831.1	ABC-F type ribosomal protection protein VmlR	LINCOSAMIDE;STREPTOGRAMIN;TIAMULIN
GCA_000789295.1.fasta	NZ_CP010053.1	2051090	2053689	-	rphC	1-2606/2607	========/======	6/26	99.35	82.42	ncbi	NG_063825.1	rifamycin-inactivating phosphotransferase RphC	RIFAMYCIN
GCA_000789295.1.fasta	NZ_CP010053.1	2735445	2736299	-	aadK	1-855/855	===============	0/0	100.00	100.00	ncbi	NG_047379.1	aminoglycoside 6-adenylyltransferase AadK	STREPTOMYCIN
GCA_000789295.1.fasta	NZ_CP010053.1	4184921	4185442	-	satA_Bs	1-522/522	===============	0/0	100.00	100.00	ncbi	NG_064662.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000789295.1.fasta	NZ_CP010053.1	4187442	4188818	-	tet(L)	1-1377/1377	===============	0/0	100.00	100.00	ncbi	NG_048204.1	tetracycline efflux MFS transporter Tet(L)	TETRACYCLINE
GCA_000832385.1.fasta	NZ_CP009299.1	200993	201409	+	fosB-38141535	1-417/417	===============	0/0	100.00	99.52	ncbi	NG_047887.1	FosB family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832385.1.fasta	NZ_CP009300.1	1189299	1190069	+	BcII	1-771/771	===============	0/0	100.00	97.15	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832385.1.fasta	NZ_CP009300.1	1972608	1973532	-	bla1	1-925/930	===============	0/0	99.46	96.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832385.1.fasta	NZ_CP009300.1	2476982	2477397	-	fosB_gen	1-416/417	===============	0/0	99.76	87.74	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832385.1.fasta	NZ_CP009300.1	2988136	2989047	+	mphL	1-912/912	===============	0/0	100.00	91.34	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832385.1.fasta	NZ_CP009300.1	3543514	3544104	-	vanZ-F	21-596/621	========/======	2/15	92.75	81.22	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	1021670	1022254	+	vanZ-F	21-605/621	===============	0/0	94.20	84.10	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	1570911	1571822	-	mphL	1-912/912	===============	0/0	100.00	91.34	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832405.1.fasta	NZ_CP009318.1	2034773	2035188	+	fosB_gen	1-416/417	===============	0/0	99.76	87.74	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	2480527	2481456	+	bla1	1-930/930	===============	0/0	100.00	94.62	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832405.1.fasta	NZ_CP009318.1	3162198	3162785	-	vanZ-F	21-605/621	========/======	1/3	94.20	86.05	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	3163710	3164873	-	vanS-Pt	3-1160/1161	========/======	1/6	99.74	89.52	ncbi	NG_048441.1	VanPt-type vancomycin resistance histidine kinase VanS	VANCOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	3164853	3165548	-	vanR-A	1-696/696	===============	0/0	100.00	89.94	ncbi	NG_048415.1	VanA-type vancomycin resistance DNA-binding response regulator VanR	VANCOMYCIN
GCA_000832405.1.fasta	NZ_CP009318.1	3356499	3357266	-	BcII	4-771/771	===============	0/0	99.61	93.36	ncbi	NG_055630.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832425.1.fasta	NZ_CP009325.1	1431180	1431599	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832425.1.fasta	NZ_CP009325.1	1994317	1995087	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832425.1.fasta	NZ_CP009325.1	2278029	2278583	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832425.1.fasta	NZ_CP009325.1	2882891	2883820	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832425.1.fasta	NZ_CP009325.1	3295468	3295883	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832425.1.fasta	NZ_CP009325.1	3716146	3717057	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832425.1.fasta	NZ_CP009325.1	4246151	4246738	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832445.1.fasta	NZ_CP009328.1	288074	288985	-	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832445.1.fasta	NZ_CP009328.1	709322	709737	+	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832445.1.fasta	NZ_CP009328.1	1121409	1122338	+	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832445.1.fasta	NZ_CP009328.1	1726652	1727206	+	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832445.1.fasta	NZ_CP009328.1	2010149	2010919	-	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832445.1.fasta	NZ_CP009328.1	2571527	2571946	+	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832445.1.fasta	NZ_CP009328.1	4988900	4989487	+	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832485.1.fasta	NZ_CP009335.1	2138919	2139506	+	vanZ-F	21-605/621	========/======	1/3	94.20	83.16	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832485.1.fasta	NZ_CP009335.1	2668982	2669893	-	mphL	1-912/912	===============	0/0	100.00	91.23	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832485.1.fasta	NZ_CP009335.1	3123745	3124160	+	fosB_gen	1-416/417	===============	0/0	99.76	87.74	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832485.1.fasta	NZ_CP009335.1	3549665	3550594	+	bla1	1-930/930	===============	0/0	100.00	99.14	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832485.1.fasta	NZ_CP009335.1	4190041	4190601	+	satA_Ba	1-555/555	========/======	1/6	100.00	94.12	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832485.1.fasta	NZ_CP009335.1	4459971	4460741	-	BcII	1-771/771	===============	0/0	100.00	99.61	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832565.1.fasta	NZ_CP009464.1	129223	129810	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832565.1.fasta	NZ_CP009464.1	2546600	2547019	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832565.1.fasta	NZ_CP009464.1	3107645	3108415	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832565.1.fasta	NZ_CP009464.1	3391358	3391912	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832565.1.fasta	NZ_CP009464.1	3996266	3997195	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832565.1.fasta	NZ_CP009464.1	4408844	4409259	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832565.1.fasta	NZ_CP009464.1	4829597	4830508	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832585.1.fasta	NZ_CP009476.1	460256	461185	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832585.1.fasta	NZ_CP009476.1	842938	843353	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832585.1.fasta	NZ_CP009476.1	1263546	1264457	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832585.1.fasta	NZ_CP009476.1	1793225	1793812	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832585.1.fasta	NZ_CP009476.1	4210809	4211228	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832585.1.fasta	NZ_CP009476.1	4771851	4772621	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832585.1.fasta	NZ_CP009476.1	5055586	5056140	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832605.1.fasta	NZ_CP009692.1	2458287	2459013	+	BcII	1-774/774	========/======	1/47	93.93	89.92	ncbi	NG_047224.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832605.1.fasta	NZ_CP009692.1	3400642	3401557	-	bla1	1-916/921	===============	0/0	99.46	90.72	ncbi	NG_047482.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832605.1.fasta	NZ_CP009692.1	3817431	3817845	-	fosB_gen	2-416/417	===============	0/0	99.52	87.95	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832635.1.fasta	NZ_CP009541.1	296595	297524	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832635.1.fasta	NZ_CP009541.1	708995	709410	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832635.1.fasta	NZ_CP009541.1	1129758	1130669	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832635.1.fasta	NZ_CP009541.1	1659204	1659791	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832635.1.fasta	NZ_CP009541.1	4074493	4074912	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832635.1.fasta	NZ_CP009541.1	4635514	4636284	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832635.1.fasta	NZ_CP009541.1	4919226	4919780	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832665.1.fasta	NZ_CP009544.1	1096055	1096474	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832665.1.fasta	NZ_CP009544.1	1657027	1657797	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832665.1.fasta	NZ_CP009544.1	1940697	1941251	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832665.1.fasta	NZ_CP009544.1	2545596	2546525	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832665.1.fasta	NZ_CP009544.1	2958239	2958654	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832665.1.fasta	NZ_CP009544.1	3378947	3379858	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832665.1.fasta	NZ_CP009544.1	3908333	3908920	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832725.1.fasta	NZ_CP009700.1	47658	48587	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832725.1.fasta	NZ_CP009700.1	459509	459924	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832725.1.fasta	NZ_CP009700.1	880293	881204	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832725.1.fasta	NZ_CP009700.1	1409695	1410282	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832725.1.fasta	NZ_CP009700.1	3811958	3812378	-	fosB2	1-420/420	========/======	1/1	100.00	99.76	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832725.1.fasta	NZ_CP009700.1	4370630	4371400	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832725.1.fasta	NZ_CP009700.1	4654318	4654872	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832765.1.fasta	NZ_CP009596.1	326802	327572	+	BcII	1-771/771	===============	0/0	100.00	99.61	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832765.1.fasta	NZ_CP009596.1	604310	604864	-	satA_Ba	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832765.1.fasta	NZ_CP009596.1	1272487	1273416	-	bla1	1-930/930	===============	0/0	100.00	98.06	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832765.1.fasta	NZ_CP009596.1	1691492	1691907	-	fosB_gen	1-416/417	===============	0/0	99.76	87.74	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832765.1.fasta	NZ_CP009596.1	2097089	2098000	+	mphL	1-912/912	===============	0/0	100.00	91.23	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832765.1.fasta	NZ_CP009596.1	2657454	2658041	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.16	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832785.1.fasta	NZ_CP009598.1	1085215	1085634	-	fosB2	1-420/420	===============	0/0	100.00	100.00	ncbi	NG_050411.1	fosfomycin resistance bacillithiol transferase FosB2	FOSFOMYCIN
GCA_000832785.1.fasta	NZ_CP009598.1	1646189	1646959	+	BcII	1-771/771	===============	0/0	100.00	100.00	ncbi	NG_047220.1	BcII family subclass B1 metallo-beta-lactamase	CARBAPENEM
GCA_000832785.1.fasta	NZ_CP009598.1	1929859	1930413	-	satA_Ba	1-555/555	===============	0/0	100.00	100.00	ncbi	NG_064661.1	streptothricin N-acetyltransferase SatA	STREPTOTHRICIN
GCA_000832785.1.fasta	NZ_CP009598.1	2534757	2535686	-	bla1	1-930/930	===============	0/0	100.00	100.00	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
GCA_000832785.1.fasta	NZ_CP009598.1	2947375	2947790	-	fosB_gen	1-416/417	===============	0/0	99.76	87.50	ncbi	NG_055636.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	FOSFOMYCIN
GCA_000832785.1.fasta	NZ_CP009598.1	3368084	3368995	+	mphL	1-912/912	===============	0/0	100.00	91.12	ncbi	NG_055768.1	macrolide 2'-phosphotransferase MphL	MACROLIDE
GCA_000832785.1.fasta	NZ_CP009598.1	3897928	3898515	-	vanZ-F	21-605/621	========/======	1/3	94.20	83.33	ncbi	NG_048535.1	glycopeptide resistance protein VanZ-F	VANCOMYCIN
GCA_000832825.1.fasta	NZ_CP009600.1	153652	154581	+	bla1	1-930/930	===============	0/0	100.00	94.62	ncbi	NG_055637.1	class A beta-lactamase Bla1	BETA-LACTAM
